rajatisid,rajatisnimi,kompleks,liik,omandiliik,om_oigvorm_id,omaniknimi,omanikregkood,va_oigvorm_id,valdajanimi,valdajaregkood,kaart_laius,kaart_pikkus,maakond,maakond_kood,kov,asustusyksus,asustusyksus_kood,riietusruumidemahutavus,objektid,objektnimi,tehnseisukord,spordialad,renoveerimisaasta,algusaasta,parkimiskohad
1231,tartu forseliuse kooli staadion ja miniarena,tartu forseliuse kool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,tartu linnavalitsus,75006546,kohaliku omavalitsuse üksus,tartu forseliuse kool,75006871,58.359887,26.728867,tartumaa,79,tartu linn,tartu linn,8151,0,1043,staadion ,rahuldav,"jalgpall, kergejõustik",2009.0,1957.0,10.0
1554,tartu hiie kooli spordiväljakud,tartu hiie kool,"staadion, välispalliväljak",kinnisasi,-,haridus- ja teadusministeerium,70000740,-,tartu hiie kool,70004034,58.384406,26.69594,tartumaa,79,tartu linn,tartu linn,8151,0,3065,spordiväljak,hea,"kergejõustik, jalgpall",2017.0,1971.0,0.0
6063,tartu karlova kooli salme tn spordiväljakud,tartu karlova kool,"muu spordiplats, muu vabas õhus asuv spordiobjekt, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,tartu linnavalitsus,75006546,kohaliku omavalitsuse üksus,tartu karlova kool,75006865,58.37065107,26.73038335,tartumaa,79,tartu linn,tartu linn,8151,0,12296,jalgpalliväljak,rahuldav,jalgpall,0.0,2023.0,0.0
1238,tartu kivilinna kooli staadion,tartu kivilinna kool,"staadion, tenniseplats, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,tartu linnavalitsus,75006546,kohaliku omavalitsuse üksus,tartu kivilinna kool,75006954,58.378794,26.769304,tartumaa,79,tartu linn,tartu linn,8151,112,1425,staadion,mitterahuldav,"jalgpall, kergejõustik",2022.0,1985.0,28.0
1247,tartu mart reiniku spordiväljak,tartu mart reiniku spordiväljak ja olmehoone,"muu spordiplats, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,tartu linnavalitsus,75006546,kohaliku omavalitsuse üksus,tartu sport,77001004,58.37257,26.717259,tartumaa,79,tartu linn,tartu linn,8151,0,3312,jalgpalliväljak,väga hea,jalgpall,2017.0,2006.0,0.0
1222,tartu rakendusliku kolledži põllu 11 spordibaasi staadion,tartu rakenduslik kolledž,staadion,kinnisasi,kohaliku omavalitsuse üksus,tartu linnavalitsus,75006546,kohaliku omavalitsuse üksus,tartu rakenduslik kolledž,75024308,58.397756,26.71227,tartumaa,79,tartu linn,tartu linn,8151,50,3203,staadion,mitterahuldav,"jalgpall, kergejõustik",0.0,1962.0,35.0
4875,tartu rannakeskus,a. le coq sport spordimaja,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,tartu linnavalitsus,75006546,kohaliku omavalitsuse üksus,tartu linnavalitsus,75006546,58.370624,26.752992,tartumaa,79,tartu linn,tartu linn,8151,0,10264,tartu rannakeskus,väga hea,"rannavõrkpall, rannajalgpall",0.0,2020.0,0.0
4472,tartu roosi tn jalgpallihall,0,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,tartu linnavalitsus,75006546,mittetulundusühing,mtü tartu kalev jalgpalliakadeemia,80304607,58.39125435,26.74158413,tartumaa,79,tartu linn,tartu linn,8151,40,9694,jalgpallihall,hea,jalgpall,0.0,2019.0,200.0
1255,tartu veeriku kooli staadion,tartu veeriku kool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,tartu linnavalitsus,75006546,kohaliku omavalitsuse üksus,tartu veeriku kool,75006960,58.37464,26.685544,tartumaa,79,tartu linn,tartu linn,8151,70,3653,staadion ,hea,"kergejõustik, jalgpall",2013.0,1987.0,0.0
905,tartu ülikooli staadion,tartu ülikooli staadion,staadion,kinnisasi,riiklik üksus,tartu ülikool,74001073,mittetulundusühing,mittetulundusühing tartu ülikooli akadeemiline spordiklubi,80072321,58.38994385,26.72513963,tartumaa,79,tartu linn,tartu linn,8151,50,2028,staadion,mitterahuldav,"kergejõustik, jalgpall",1999.0,1954.0,50.0
4772,tarvastu gümnaasiumi kunstmurukattega jalgpalliväljak,tarvastu gümnaasium,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,viljandi vallavalitsus,75038606,kohaliku omavalitsuse üksus,tarvastu gümnaasium,75012618,58.231317,25.868589,viljandimaa,84,viljandi vald,mustla alevik,5084,0,10048,tarvastu gümnaasiumi kunstmurukattega jalgpalliväljak,hea,jalgpall,0.0,2020.0,0.0
743,tehvandi spordikeskuse staadion,sa tehvandi spordikeskus,staadion,kinnisasi,sihtasutus,sihtasutus tehvandi spordikeskus,90007715,sihtasutus,sihtasutus tehvandi spordikeskus,90007715,58.052715,26.503165,valgamaa,81,otepää,otepää linn,5755,0,356,kergejõustiku- ja jalgpallistaadion,väga hea,"kergejõustik, murdmaasuusatamine, jalgpall, kahevõistlus",0.0,2010.0,0.0
3082,tiheda multifunktsionaalne miniarena,tiheda spordiväljakud,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,mustvee vallavalitsus,77000364,kohaliku omavalitsuse üksus,mustvee vallavalitsus,77000364,58.79536306,26.95788145,jõgevamaa,50,mustvee,tiheda küla,8210,0,6503,tiheda multifunktsionaalne miniarena,hea,"jalgpall, korvpall",0.0,2013.0,0.0
3083,tiheda palliväljakud,tiheda spordiväljakud,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,mustvee vallavalitsus,77000364,kohaliku omavalitsuse üksus,mustvee vallavalitsus,77000364,58.79600528,26.95789801,jõgevamaa,50,mustvee,tiheda küla,8210,0,6505,jalgpalliväljak,hea,jalgpall,0.0,2013.0,15.0
693,tihemetsa huvi- ja spordikeskus,tihemetsa huvi- ja spordikeskus,"sisetiir, võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,saarde vallavalitsus,75033454,kohaliku omavalitsuse üksus,saarde vallavalitsus,75033454,58.14939443,25.05004216,pärnumaa,68,saarde,tihemetsa alevik,8213,100,2274,võimla,hea,"korvpall, võrkpall, lauatennis, koroona ja novus, saalijalgpall, vibusport, saalihoki",2022.0,1973.0,30.0
3618,tihemetsa jalgpalliväljak,tihemetsa huvi- ja spordikeskus,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,saarde vallavalitsus,75033454,kohaliku omavalitsuse üksus,saarde vallavalitsus,75033454,58.14811,25.04945,pärnumaa,68,saarde,tihemetsa alevik,8213,0,7970,jalgpalliväljak,mitterahuldav,jalgpall,0.0,1973.0,0.0
96,tilsi põhikooli võimla,0,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,põlva vallavalitsus,75038581,kohaliku omavalitsuse üksus,tilsi põhikool,75009480,57.96739078,27.00001973,põlvamaa,64,põlva,tilsi küla,8243,30,3163,võimla,rahuldav,"korvpall, muud sportlikud tantsud, aeroobika, saalijalgpall, võistlustants, võrkpall",2016.0,1978.0,20.0
94,tilsi staadion,sa tilsi staadion,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,põlva vallavalitsus,75038581,sihtasutus,sihtasutus põlva sport,90008073,57.968949,26.998129,põlvamaa,64,põlva,tilsi küla,8243,0,1801,staadion,väga hea,"petanque, kergejõustik, jalgpall",0.0,2008.0,0.0
1834,tõhela spordiväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,pärnu linnavalitsus,75000064,mittetulundusühing,mtü tõhela külaselts,80159507,58.438565,24.004354,pärnumaa,68,pärnu,männikuste küla,5264,15,5020,tõhela jalgpalliväljak,rahuldav,jalgpall,0.0,2004.0,20.0
648,toila gümnaasiumi staadion,toila gümnaasium,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,toila vallavalitsus,75001477,kohaliku omavalitsuse üksus,toila gümnaasium,75001514,59.422914,27.536008,ida-virumaa,45,toila,pühajõe küla,6656,0,1242,staadion ,väga hea,"jalgpall, kergejõustik",2010.0,1972.0,0.0
5319,tondiraba spordiväljakud,0,"muu spordiplats, muu vabas õhus asuv spordiobjekt, sportliku liikumise püsirada, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,lasnamäe linnaosa valitsus,75016013,kohaliku omavalitsuse üksus,lasnamäe linnaosa valitsus,75016013,59.4449717,24.85383588,harjumaa,37,tallinn,lasnamäe linnaosa,387,0,11033,yalp toro multifunktsionaalne palliväljak,väga hea,"jalgpall, maahoki",0.0,2021.0,244.0
1738,tootsi jalgpalliväljak,tootsi kultuuri- ja spordikeskus,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,põhja-pärnumaa vallavalitsus,77000234,kohaliku omavalitsuse üksus,tootsi kultuuri- ja spordikeskus,75000727,58.586031,24.786873,pärnumaa,68,põhja-pärnumaa,tootsi alev,8316,0,1521,tootsi jalgpalliväljak,mitterahuldav,jalgpall,0.0,1950.0,10.0
1892,tori põhikooli staadion,tori põhikool,staadion,kinnisasi,kohaliku omavalitsuse üksus,tori vallavalitsus,77000341,kohaliku omavalitsuse üksus,tori põhikool,75015634,58.476076,24.79736,pärnumaa,68,tori,tori alevik,8326,0,3300,staadion,väga hea,"jalgpall, kergejõustik",2019.0,2001.0,0.0
1891,tori põhikooli võimla,tori põhikool,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,tori vallavalitsus,77000341,mittetulundusühing,tori spordiklubi,80303358,58.47682,24.797902,pärnumaa,68,tori,tori alevik,8326,40,2450,võimla,väga hea,"aeroobika, sulgpall, saalijalgpall, korvpall, kergejõustik, karate, võrkpall",0.0,2009.0,20.0
38,torma spordihoone multifunktsionaalne mänguväljak,torma spordihoone,"muu spordiplats, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,jõgeva vallavalitsus,77000401,kohaliku omavalitsuse üksus,jõgeva vallavalitsus,77000401,58.818311,26.714043,jõgevamaa,50,jõgeva,torma alevik,8331,80,68,multifunktsionaalne mänguväljak,hea,"tennis, jalgpall, korvpall, võrkpall",0.0,2010.0,30.0
31,torma spordihoone staadion ja palliväljakud,torma spordihoone,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,jõgeva vallavalitsus,77000401,kohaliku omavalitsuse üksus,torma spordihoone,75038687,58.818315,26.715381,jõgevamaa,50,jõgeva,torma alevik,8331,80,3908,staadion ,rahuldav,"jalgpall, kergejõustik",2004.0,1988.0,30.0
1938,tõrva avatud noortekeskuse jalgpallistaadion,tõrva avatud noortekeskus,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,tõrva vallavalitsus,77000418,kohaliku omavalitsuse üksus,tõrva vallavalitsus,77000418,58.001098,25.931286,valgamaa,81,tõrva,tõrva linn,8529,50,3894,jalgpalliväljak,rahuldav,jalgpall,2007.0,2003.0,20.0
1932,tõrva gümnaasiumi spordihoone,tõrva gümnaasium,"muu hoones asuv spordiobjekt, võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,tõrva vallavalitsus,77000418,kohaliku omavalitsuse üksus,tõrva gümnaasium,75005759,58.00687044,25.92733213,valgamaa,81,tõrva,tõrva linn,8529,264,3038,spordisaal,väga hea,"võrkpall, tennis, korvpall, sulgpall, saalijalgpall, saalihoki, käsipall",0.0,2005.0,60.0
1424,tõrva kooli hummuli õppekoha staadion,tõrva kool,staadion,kinnisasi,kohaliku omavalitsuse üksus,tõrva vallavalitsus,77000418,kohaliku omavalitsuse üksus,tõrva kool,75004613,57.90773,26.060761,valgamaa,81,tõrva,hummuli alevik,1905,0,3113,staadion,mitterahuldav,"jalgpall, kergejõustik",2010.0,1982.0,0.0
1425,tõrva kooli hummuli õppekoha välispalliväljakud,tõrva kool,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,tõrva vallavalitsus,77000418,kohaliku omavalitsuse üksus,tõrva kool,75004613,57.907217,26.06111,valgamaa,81,tõrva,hummuli alevik,1905,0,3535,jalgpalliväljak,rahuldav,jalgpall,0.0,1970.0,0.0
1807,tõrva kooli riidaja õppekoha staadion,tõrva kool,staadion,kinnisasi,kohaliku omavalitsuse üksus,tõrva vallavalitsus,77000418,kohaliku omavalitsuse üksus,tõrva kool,75004613,58.091723,25.891685,valgamaa,81,tõrva,riidaja küla,6976,0,2270,staadion ,mitterahuldav,"jalgpall, kergejõustik",2013.0,1969.0,8.0
1935,tõrva linna spordihoone,tõrva linna spordihoone,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,tõrva vallavalitsus,77000418,mittetulundusühing,spordiklubi viraaž,80069069,57.99000386,25.9406942,valgamaa,81,tõrva,roobe küla,7053,24,2403,pallimängude saal,hea,"kergejõustik, korvpall, tennis, võrkpall, saalijalgpall",2012.0,1986.0,20.0
1931,tõrva staadion ja palliväljak,tõrva gümnaasium,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,tõrva vallavalitsus,77000418,kohaliku omavalitsuse üksus,tõrva gümnaasium,75005759,58.011108,25.925159,valgamaa,81,tõrva,tõrva linn,8529,0,3043,staadion,väga hea,"kergejõustik, jalgpall",2021.0,1956.0,0.0
1828,tõstamaa spordiväljak,tõstamaa spordiväljak,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,pärnu linnavalitsus,75000064,kohaliku omavalitsuse üksus,tõstamaa keskkool,75013339,58.34303256,23.99369912,pärnumaa,68,pärnu,tõstamaa alevik,8540,44,4812,staadion,rahuldav,"kergejõustik, jalgpall",2011.0,1956.0,50.0
1146,triigi jalgpalliväljak,triigi spordihoone,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,väike-maarja vallavalitsus,75011694,kohaliku omavalitsuse üksus,väike-maarja vallavalitsus,75011694,59.11640494,26.32940645,lääne-virumaa,60,väike-maarja,triigi küla,8348,0,3420,jalgpalliväljak,hea,jalgpall,0.0,2003.0,0.0
882,tsirguliina kooli staadion,tsirguliina kool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,valga vallavalitsus,77000507,kohaliku omavalitsuse üksus,tsirguliina kool,75002235,57.86347812,26.19316279,valgamaa,81,valga,tsirguliina alevik,8365,0,3902,staadion,väga hea,"jalgpall, kergejõustik",2008.0,1960.0,0.0
2668,tuhalaane jalgpalli- ja korvpalliväljakud,tuhalaane palliväljakud,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,mulgi vallavalitsus,77000453,mittetulundusühing,mittetulundusühing tuhalaane,80193160,58.17571024,25.65564955,viljandimaa,84,mulgi,tuhalaane küla,8398,0,5063,murukattega jalgpalliväljak,rahuldav,jalgpall,0.0,2014.0,50.0
84,turba kooli staadion ja spordiväljakud,turba kool,"muu vabas õhus asuv spordiobjekt, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,saue vallavalitsus,77000430,kohaliku omavalitsuse üksus,turba kool,75010312,59.082841,24.243393,harjumaa,37,saue,turba alevik,8421,100,1391,staadion,väga hea,"kergejõustik, jalgpall",2020.0,1960.0,25.0
1901,türi jalgpallistaadion,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,türi vallavalitsus,75033460,mittetulundusühing,türi spordiklubide liit,80049061,58.799706,25.4204,järvamaa,52,türi,türi linn,8594,15,2199,jalgpallistaadion,rahuldav,jalgpall,1976.0,1930.0,0.0
1907,türi linna staadion,0,staadion,kinnisasi,kohaliku omavalitsuse üksus,türi vallavalitsus,75033460,mittetulundusühing,türi spordiklubide liit,80049061,58.816239,25.411892,järvamaa,52,türi,türi linn,8594,120,2426,staadion,hea,"kergejõustik, jalgpall",2004.0,1989.0,20.0
4270,türi rannajalgpalliväljak,türi tehisjärve palliväljakud,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,türi vallavalitsus,75033460,mittetulundusühing,mittetulundusühing bsc türi,80415946,58.809076,25.439769,järvamaa,52,türi,türi linn,8594,0,9135,rannajalgpalliväljak,väga hea,rannajalgpall,0.0,2018.0,30.0
1906,türi tööstuse tn kunstmurukattega multifunktsionaalne palliväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,türi vallavalitsus,75033460,mittetulundusühing,türi spordiklubide liit,80049061,58.815371,25.409864,järvamaa,52,türi,türi linn,8594,0,3393,kunstmuruga välispalliväljak,rahuldav,"jalgpall, korvpall",0.0,2007.0,10.0
2676,tääksi  staadion,tääksi võimla ja staadion,staadion,kinnisasi,kohaliku omavalitsuse üksus,põhja-sakala vallavalitsus,77000463,kohaliku omavalitsuse üksus,suure-jaani kool,75038799,58.52050525,25.623915,viljandimaa,84,põhja-sakala,tääksi küla,8586,0,5245,staadion ,rahuldav,"jalgpall, kergejõustik",0.0,1986.0,0.0
2677,tääksi võimla,tääksi võimla ja staadion,"muu hoones asuv spordiobjekt, võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,põhja-sakala vallavalitsus,77000463,kohaliku omavalitsuse üksus,suure-jaani kool,75038799,58.5206622,25.62641148,viljandimaa,84,põhja-sakala,tääksi küla,8586,45,5232,võimla,hea,"aeroobika, sulgpall, võrkpall, korvpall, indiaca, saalijalgpall, harrastusvõimlemine",2001.0,2000.0,20.0
4787,uhtna põhikooli staadion ja palliplatsid,uhtna põhikool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,rakvere vallavalitsus,77000329,mittetulundusühing,mittetulundusühing uus uhtna,80324805,59.396813,26.568135,lääne-virumaa,60,rakvere vald,uhtna alevik,8637,40,10083,staadion,hea,"jalgpall, kergejõustik",0.0,2011.0,10.0
1563,urvaste kooli laste mängu- ja spordiväljak,urvaste kool,staadion,kinnisasi,-,haridus- ja teadusministeerium,70000740,-,urvaste kool,70003603,57.914585,26.580793,võrumaa,87,antsla,urvaste küla,8733,0,1415,staadion,hea,"jalgpall, kergejõustik",2017.0,2009.0,0.0
5450,uuemõisa jalgpallihall,0,"muu hoones asuv spordiobjekt, võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,haapsalu linnavalitsus,75012802,osaühing,osaühing haapsalu linna spordibaasid,10792290,58.94439799,23.58170316,läänemaa,56,haapsalu,uuemõisa alevik,8769,60,11243,jalgpallihall,väga hea,jalgpall,0.0,2021.0,25.0
768,uuemõisa lasteaed-algkooli staadion,uuemõisa lasteaed-algkool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,haapsalu linnavalitsus,75012802,kohaliku omavalitsuse üksus,uuemõisa lasteaed-algkool,75022485,58.944475,23.579332,läänemaa,56,haapsalu,uuemõisa alevik,8769,15,546,staadion ,mitterahuldav,"kergejõustik, jalgpall",0.0,1997.0,10.0
4402,uuetoa multifunktsionaalne palliväljak,uuetoa spordiväljakud,"muu spordiplats, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,kambja vallavalitsus,77000275,kohaliku omavalitsuse üksus,kambja vallavalitsus,77000275,58.311723,26.697351,tartumaa,79,kambja,tõrvandi alevik,8532,0,9347,uuetoa multifunktsionaalne palliväljak,väga hea,"korvpall, jalgpall",0.0,2018.0,0.0
414,uulu põhikooli staadion,0,"staadion, tenniseplats, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,häädemeeste vallavalitsus,77000269,kohaliku omavalitsuse üksus,uulu põhikool,75023438,58.28066545,24.57448833,pärnumaa,68,häädemeeste,uulu küla,8779,20,3925,staadion,väga hea,"jalgpall, kergejõustik",2019.0,1969.0,60.0
5710,uusküla külaplats,0,"muu vabas õhus asuv spordiobjekt, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,jõelähtme vallavalitsus,75025973,füüsiline isik,tõnis tuuder,37608172232,59.47886408,24.99117977,harjumaa,37,jõelähtme,uusküla,8783,0,11679,uusküla külaplatsi kunstmurukattega jalgpalliväljak,hea,jalgpall,2022.0,2017.0,20.0
1301,vaimastvere kooli võimla,vaimastvere kool,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,jõgeva vallavalitsus,77000401,kohaliku omavalitsuse üksus,vaimastvere kool,75003660,58.813687,26.284715,jõgevamaa,50,jõgeva,vaimastvere küla,8879,45,498,võimla,hea,"korvpall, võrkpall, saalijalgpall",0.0,2002.0,20.0
1463,valga keskstaadion,valga keskstaadion,staadion,kinnisasi,kohaliku omavalitsuse üksus,valga vallavalitsus,77000507,kohaliku omavalitsuse üksus,valga sport,75039327,57.777412,26.041154,valgamaa,81,valga,valga linn,8918,48,784,keskstaadion,rahuldav,"kergejõustik, jalgpall",2008.0,1956.0,40.0
1464,valga kungla tn jalgpallistaadion,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,valga vallavalitsus,77000507,kohaliku omavalitsuse üksus,valga sport,75039327,57.77783483,26.05150297,valgamaa,81,valga,valga linn,8918,36,766,jalgpalliväljak,hea,jalgpall,2009.0,2003.0,0.0
1713,valga räni pargi palliväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,valga vallavalitsus,77000507,kohaliku omavalitsuse üksus,valga sport,75039327,57.786093,26.039684,valgamaa,81,valga,valga linn,8918,0,11320,räni pargi palliväljak,rahuldav,"korvpall, jalgpall, käsipall",0.0,2010.0,0.0
2814,valgu põhikooli staadion ja spordiväljakud,valgu põhikool,"muu vabas õhus asuv spordiobjekt, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,märjamaa vallavalitsus,77000447,kohaliku omavalitsuse üksus,valgu põhikool,75022887,58.815759,24.589151,raplamaa,71,märjamaa,valgu küla,8939,48,5728,staadion,rahuldav,"jalgpall, kergejõustik",2022.0,1941.0,0.0
1134,valjala põhikooli spordisaalid,valjala põhikool,"muu hoones asuv spordiobjekt, võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,saaremaa vallavalitsus,77000306,kohaliku omavalitsuse üksus,valjala põhikool,75020664,58.40779435,22.79377467,saaremaa,74,saaremaa,valjala alevik,8951,72,910,võimla,väga hea,"korvpall, võrkpall, aeroobika, saalihoki, saalijalgpall, sulgpall",2021.0,1973.0,10.0
1070,valtu spordimaja staadion,valtu spordimaja,staadion,kinnisasi,kohaliku omavalitsuse üksus,kehtna vallavalitsus,77000252,osaühing,osaühing valtu spordimaja,14446521,58.96318,24.839959,raplamaa,71,kehtna,kaerepere alevik,2496,0,825,staadion ,mitterahuldav,"kergejõustik, jalgpall",0.0,1979.0,0.0
1487,vana-vigala  staadion,0,staadion,kinnisasi,kohaliku omavalitsuse üksus,märjamaa vallavalitsus,77000447,kohaliku omavalitsuse üksus,märjamaa vallavalitsus,77000447,58.779905,24.260087,raplamaa,71,märjamaa,vana-vigala küla,9007,0,3823,staadion,mitterahuldav,"jalgpall, kergejõustik",0.0,1980.0,0.0
4929,vao küla palliväljakud,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,järva vallavalitsus,77000335,mittetulundusühing,vao külaselts,80142607,58.93792711,25.97673056,järvamaa,52,järva,vao küla,9047,0,10379,vao küla jalgpalliväljak,hea,jalgpall,0.0,2020.0,0.0
2931,vara multifunktsionaalne spordiväljak,0,"muu spordiplats, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,peipsiääre vallavalitsus,77000192,sihtasutus,sihtasutus vara sport,90007661,58.50900944,26.88619997,tartumaa,79,peipsiääre,vara küla,9053,0,6219,pallimängude plats,hea,"jalgpall, korvpall",2022.0,2012.0,3.0
2828,varbla rahvamaja spordisaalid,varbla rahvamaja,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,lääneranna vallavalitsus,77000298,kohaliku omavalitsuse üksus,varbla rahvamaja,75000555,58.43056039,23.75415033,pärnumaa,68,lääneranna,varbla küla,9061,60,5762,spordisaal,hea,"võrkpall, korvpall, saalijalgpall, koroona ja novus, saalihoki, sulgpall",2012.0,1979.0,25.0
2827,varbla staadion ja võrkpalliväljak,varbla rahvamaja,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,lääneranna vallavalitsus,77000298,kohaliku omavalitsuse üksus,varbla kool,75000561,58.429556,23.752377,pärnumaa,68,lääneranna,varbla küla,9061,0,5760,staadion,mitterahuldav,"jalgpall, kergejõustik",0.0,2003.0,0.0
3257,varbola spordiväljakud,0,"muu vabas õhus asuv spordiobjekt, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,märjamaa vallavalitsus,77000447,mittetulundusühing,mittetulundusühing varbola külaselts,80324703,59.045283,24.453077,raplamaa,71,märjamaa,varbola küla,9063,17,7100,jalgpalliväljak,hea,jalgpall,0.0,2013.0,0.0
314,varstu kooli staadion,varstu kool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,rõuge vallavalitsus,77000217,kohaliku omavalitsuse üksus,varstu kool,75001419,57.647882,26.664902,võrumaa,87,rõuge,varstu alevik,9095,0,3267,staadion ,rahuldav,"jalgpall, kergejõustik",2000.0,1964.0,15.0
3608,vasalemma põhikooli õppe- ja spordihoone,vasalemma põhikool,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,lääne-harju vallavalitsus,77000200,kohaliku omavalitsuse üksus,lääne-harju vallavalitsus,77000200,59.22942748,24.25017669,harjumaa,37,lääne-harju,lemmaru küla,4263,40,7948,spordisaal,väga hea,"võrkpall, korvpall, saalijalgpall",0.0,2014.0,15.0
145,vasalemma staadion ja multifunktsionaalne palliväljak,vasalemma põhikool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,lääne-harju vallavalitsus,77000200,kohaliku omavalitsuse üksus,lääne-harju spordikeskus,75037765,59.22874722,24.24803889,harjumaa,37,lääne-harju,lemmaru küla,4263,170,1066,staadion,väga hea,"kergejõustik, jalgpall",2021.0,1971.0,10.0
2682,vastemõisa jalgpalliväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,põhja-sakala vallavalitsus,77000463,kohaliku omavalitsuse üksus,põhja-sakala vallavalitsus,77000463,58.441496,25.438778,viljandimaa,84,põhja-sakala,vastemõisa küla,9123,0,5224,vastemõisa jalgpalliväljak,rahuldav,jalgpall,0.0,2008.0,0.0
756,vastse-kuuste kooli staadion,vastse-kuuste kool,"muu vabas õhus asuv spordiobjekt, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,põlva vallavalitsus,75038581,kohaliku omavalitsuse üksus,vastse-kuuste kool,75010536,58.166132,26.928756,põlvamaa,64,põlva,vastse-kuuste alevik,9128,0,701,staadion,hea,"jalgpall, kergejõustik",2007.0,1970.0,10.0
715,vastseliina gümnaasiumi staadion,vastseliina gümnaasium,"muu spordiplats, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,võru vallavalitsus,77000393,kohaliku omavalitsuse üksus,võru vallavalitsus,77000393,57.733739,27.289524,võrumaa,87,võru vald,vastseliina alevik,9133,0,3127,staadion ,hea,"kergejõustik, jalgpall",2015.0,1975.0,0.0
717,vastseliina gümnaasiumi võimla,vastseliina gümnaasium,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,võru vallavalitsus,77000393,kohaliku omavalitsuse üksus,võru vallavalitsus,77000393,57.73431526,27.28761443,võrumaa,87,võru vald,vastseliina alevik,9133,40,3353,võimla,hea,"aeroobika, korvpall, võrkpall, saalihoki, saalijalgpall, akrobaatiline võimlemine",2003.0,1975.0,20.0
805,vatla jalgpalliväljak,vatla mõis,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,lääneranna vallavalitsus,77000298,mittetulundusühing,vatla külaselts,80227574,58.560481,23.723034,pärnumaa,68,lääneranna,vatla küla,9141,0,460,vatla jalgpalliväljak,mitterahuldav,jalgpall,2014.0,1986.0,0.0
