rajatisid,rajatisnimi,kompleks,liik,omandiliik,om_oigvorm_id,omaniknimi,omanikregkood,va_oigvorm_id,valdajanimi,valdajaregkood,kaart_laius,kaart_pikkus,maakond,maakond_kood,kov,asustusyksus,asustusyksus_kood,riietusruumidemahutavus,objektid,objektnimi,tehnseisukord,spordialad,renoveerimisaasta,algusaasta,parkimiskohad
2565,pärnu rääma põhikooli spordihoone,pärnu rääma põhikool,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,pärnu linnavalitsus,75000064,kohaliku omavalitsuse üksus,pärnu rääma põhikool,75000229,58.395039,24.513384,pärnumaa,68,pärnu,pärnu linn,6619,80,4797,võimla,väga hea,"korvpall, võrkpall, sulgpall, saalihoki, saalijalgpall, käsipall",0.0,2023.0,30.0
5533,pärnu tammsaare kooli staadion ja jõulinnak,pärnu tammsaare kool,"muu vabas õhus asuv spordiobjekt, staadion",kinnisasi,kohaliku omavalitsuse üksus,pärnu linnavalitsus,75000064,kohaliku omavalitsuse üksus,pärnu tammsaare kool,75000288,58.3750343,24.51273756,pärnumaa,68,pärnu,pärnu linn,6619,0,11420,pärnu tammsaare kooli staadion,rahuldav,"jalgpall, kergejõustik",2021.0,1965.0,10.0
2564,pärnu tammsaare multifunktsionaalne palliväljak,pärnu tammsaare kool,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,pärnu linnavalitsus,75000064,kohaliku omavalitsuse üksus,pärnu spordikeskus,77001470,58.37603004,24.51167474,pärnumaa,68,pärnu,pärnu linn,6619,0,8851,multifunktsionaalne palliväljak,väga hea,"korvpall, jalgpall",0.0,2017.0,0.0
2442,"pärnu ülejõe põhikooli kergejõustiku- ja palliväljakud, jõulinnak",pärnu ülejõe põhikool,"muu spordiplats, muu vabas õhus asuv spordiobjekt, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,pärnu linnavalitsus,75000064,kohaliku omavalitsuse üksus,pärnu ülejõe põhikool,75000302,58.39823071,24.48987124,pärnumaa,68,pärnu,pärnu linn,6619,160,4651,jalgpalliväljak,rahuldav,jalgpall,2022.0,2009.0,0.0
677,pärnu-jaagupi staadion,pärnu-jaagupi spordikeskus,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,põhja-pärnumaa vallavalitsus,77000234,kohaliku omavalitsuse üksus,pärnu-jaagupi spordikeskus,75003134,58.609279,24.499276,pärnumaa,68,põhja-pärnumaa,pärnu-jaagupi alev,6617,0,310,staadion ,rahuldav,"kergejõustik, jalgpall",1985.0,1965.0,0.0
1484,pärnumaa kutsehariduskeskuse niidupargi spordikompleksi staadion,pärnumaa kutsehariduskeskuse niidupargi spordikompleks,staadion,kinnisasi,-,haridus- ja teadusministeerium,70000740,-,pärnumaa kutsehariduskeskus,70006369,58.386566,24.544616,pärnumaa,68,pärnu,pärnu linn,6619,70,3005,staadion,rahuldav,"jalgpall, tervisejooks ja -kõnd, kergejõustik, kepikõnd",2011.0,1965.0,50.0
116,pärsama multifunktsionaalne palliväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,saaremaa vallavalitsus,77000306,kohaliku omavalitsuse üksus,saaremaa vallavalitsus,77000306,58.50763056,22.74925556,saaremaa,74,saaremaa,pärsama küla,6618,0,3752,pärsama multifunktsionaalne palliväljak,hea,"korvpall, jalgpall, tennis, võrkpall",0.0,2008.0,0.0
253,pöide kooli staadion ja palliväljakud,pöide kool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,saaremaa vallavalitsus,77000306,kohaliku omavalitsuse üksus,pöide kool,75020457,58.505663,23.11679,saaremaa,74,saaremaa,kärneri küla,3922,0,2438,staadion ,rahuldav,"kergejõustik, jalgpall",0.0,1985.0,0.0
1754,raasiku staadion ja spordiväljakud,raasiku spordihoone,"muu spordiplats, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,raasiku vallavalitsus,75010708,kohaliku omavalitsuse üksus,raasiku valla sport,77001085,59.369209,25.186975,harjumaa,37,raasiku,raasiku alevik,6694,24,1107,staadion,hea,"kergejõustik, jalgpall",2022.0,1975.0,20.0
1549,raikküla kooli ja küla spordiväljak,raikküla kool,välispalliväljak,kinnisasi,-,haridus- ja teadusministeerium,70000740,-,raikküla kool,70002934,58.933821,24.758431,raplamaa,71,rapla,raikküla,6758,0,5076,spordiväljak,hea,"jalgpall, korvpall",0.0,2010.0,0.0
5983,raja jalgpallihall,0,"võimla, spordihall, spordisaal",hoonestusõigus,mittetulundusühing,jalgpalliklubi tallinna kalev,80176115,mittetulundusühing,jalgpalliklubi tallinna kalev,80176115,59.39365663,24.66510317,harjumaa,37,tallinn,mustamäe linnaosa,482,75,12126,raja jalgpallihall,väga hea,jalgpall,0.0,2024.0,13.0
2365,rakke kooli staadion,rakke kool,staadion,kinnisasi,kohaliku omavalitsuse üksus,väike-maarja vallavalitsus,75011694,kohaliku omavalitsuse üksus,rakke kool,75010051,58.992085,26.23224,lääne-virumaa,60,väike-maarja,rakke alevik,6775,20,3585,staadion ,mitterahuldav,"kergejõustik, jalgpall",1982.0,1965.0,50.0
2368,rakke linnamäe staadion,rakke linnamäe spordirajatised,staadion,kinnisasi,kohaliku omavalitsuse üksus,väike-maarja vallavalitsus,75011694,mittetulundusühing,spordiklubi rakke,80113600,58.980024,26.255565,lääne-virumaa,60,väike-maarja,rakke alevik,6775,10,3588,staadion ,mitterahuldav,"jalgpall, kergejõustik",1986.0,1961.0,40.0
962,rakvere  vabaduse kooli spordiväljak (tallinna/võidu tn),rakvere vabaduse kool,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,rakvere linnavalitsus,75025064,kohaliku omavalitsuse üksus,rakvere vabaduse kool,75025182,59.352967,26.359398,lääne-virumaa,60,rakvere linn,0,0,0,1985,spordiväljak,hea,"jalgpall, korvpall, võrkpall",0.0,1963.0,0.0
1497,rakvere ametikooli staadion ja multifunktsionaalne pallimänguväljak,0,"staadion, välispalliväljak",kinnisasi,-,haridus- ja teadusministeerium,70000740,-,rakvere ametikool,70003840,59.339313,26.37576,lääne-virumaa,60,rakvere linn,0,0,0,641,staadion,rahuldav,"kergejõustik, jalgpall",2020.0,1932.0,0.0
970,rakvere navi tn jalgpalliväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,rakvere linnavalitsus,75025064,kohaliku omavalitsuse üksus,rakvere spordikeskus,75033632,59.361743,26.362767,lääne-virumaa,60,rakvere linn,0,0,0,149,navi tn jalgpalliväljak,rahuldav,jalgpall,0.0,2001.0,0.0
967,rakvere reaalkooli spordiväljakud,rakvere reaalkool,"muu spordiplats, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,rakvere linnavalitsus,75025064,kohaliku omavalitsuse üksus,rakvere spordikeskus,75033632,59.349519,26.370878,lääne-virumaa,60,rakvere linn,0,0,30,136,jalgpalliväljak - 1,väga hea,jalgpall,2016.0,2007.0,10.0
952,rakvere spordihall,0,"muu hoones asuv spordiobjekt, võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,rakvere linnavalitsus,75025064,kohaliku omavalitsuse üksus,rakvere spordikeskus,75033632,59.344856,26.35824,lääne-virumaa,60,rakvere linn,0,0,180,176,pallimängude saal,väga hea,"korvpall, võrkpall, saalijalgpall",0.0,2004.0,150.0
953,rakvere staadion,0,staadion,kinnisasi,kohaliku omavalitsuse üksus,rakvere linnavalitsus,75025064,kohaliku omavalitsuse üksus,rakvere spordikeskus,75033632,59.343695,26.358401,lääne-virumaa,60,rakvere linn,0,0,60,172,rakvere staadion,hea,"kergejõustik, jalgpall",2016.0,1930.0,30.0
964,rakvere vabaduse kooli spordiväljak (vabaduse tn),rakvere vabaduse kool,muu spordiplats,kinnisasi,kohaliku omavalitsuse üksus,rakvere linnavalitsus,75025064,kohaliku omavalitsuse üksus,rakvere vabaduse kool,75025182,59.343559,26.36619,lääne-virumaa,60,rakvere linn,0,0,60,3383,spordiväljak,hea,"jalgpall, kergejõustik, korvpall",0.0,2007.0,50.0
3357,randvere kooli ujula ja spordisaalid,randvere kool,"siseujula, võimla, spordihall, spordisaal",hoonestusõigus,osaühing,osaühing viimsi haldus,10618178,kohaliku omavalitsuse üksus,randvere kool,75038807,59.503513,24.898694,harjumaa,37,viimsi,randvere küla,6797,24,7308,pallimängude saal,väga hea,"korvpall, käsipall, võrkpall, sulgpall, tennis, saalijalgpall",2023.0,2013.0,20.0
6018,randvere külaplatsi spordiväljakud,0,"muu spordiplats, muu vabas õhus asuv spordiobjekt, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,viimsi vallavalitsus,75021250,kohaliku omavalitsuse üksus,viimsi vallavalitsus,75021250,59.50699962,24.90696252,harjumaa,37,viimsi,randvere küla,6797,0,12189,jalgpalliväljak,rahuldav,jalgpall,0.0,2012.0,7.0
658,rannu kooli spordisaalid,rannu kool,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,elva vallavalitsus,77000170,kohaliku omavalitsuse üksus,rannu kool,75007356,58.240325,26.215981,tartumaa,79,elva,rannu alevik,6822,62,5992,spordisaal,hea,"võrkpall, korvpall, saalijalgpall",2021.0,1967.0,20.0
657,rannu kooli staadion,rannu kool,staadion,kinnisasi,kohaliku omavalitsuse üksus,elva vallavalitsus,77000170,kohaliku omavalitsuse üksus,rannu kool,75007356,58.241046,26.218089,tartumaa,79,elva,rannu alevik,6822,30,5858,staadion,mitterahuldav,"jalgpall, kergejõustik",2012.0,1970.0,20.0
4932,rapla jalgpallihall,rapla kesklinna kool,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,rapla vallavalitsus,77000312,kohaliku omavalitsuse üksus,rapla vallavalitsus,77000312,59.003387,24.785257,raplamaa,71,rapla,rapla linn,6826,0,11677,jalgpallihall,väga hea,jalgpall,0.0,2022.0,0.0
2644,rapla kesklinna kooli spordisaalid,rapla kesklinna kool,"muu hoones asuv spordiobjekt, võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,rapla vallavalitsus,77000312,kohaliku omavalitsuse üksus,rapla kesklinna kool,75025207,59.003904,24.78756,raplamaa,71,rapla,rapla linn,6826,50,5355,võimla,rahuldav,"korvpall, võrkpall, sulgpall, harrastusvõimlemine, saalijalgpall, saalihoki",2002.0,1972.0,30.0
2645,rapla kesklinna kooli staadion,rapla kesklinna kool,staadion,kinnisasi,kohaliku omavalitsuse üksus,rapla vallavalitsus,77000312,mittetulundusühing,mittetulundusühing raplamaa jalgpallikool,80344038,59.004641,24.7858,raplamaa,71,rapla,rapla linn,6826,50,5353,staadion ,rahuldav,"jalgpall, kergejõustik",0.0,1968.0,30.0
2649,rapla vesiroosi kooli staadion ja spordiväljakud,sadolin spordihoone,"muu vabas õhus asuv spordiobjekt, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,rapla vallavalitsus,77000312,kohaliku omavalitsuse üksus,rapla vesiroosi kool,75024231,58.997865,24.812048,raplamaa,71,rapla,rapla linn,6826,300,5382,staadion,rahuldav,"jalgpall, kergejõustik",2016.0,1989.0,50.0
2829,retla-kabala kooli kabala õppehoone staadion ja palliväljakud,retla-kabala kool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,türi vallavalitsus,75033460,kohaliku omavalitsuse üksus,retla-kabala kool,75004286,58.692039,25.627992,järvamaa,52,türi,kabala küla,2445,0,5765,staadion,rahuldav,"jalgpall, kergejõustik",0.0,1980.0,0.0
1912,retla-kabala kooli oisu õppehoone staadion ja palliväljakud,retla-kabala kool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,türi vallavalitsus,75033460,kohaliku omavalitsuse üksus,retla-kabala kool,75004286,58.756834,25.56304,järvamaa,52,türi,oisu alevik,5641,10,3935,staadion,hea,"jalgpall, kergejõustik",2006.0,1964.0,10.0
1603,ritsu spordiväljakud,ritsu spordibaas,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,tõrva vallavalitsus,77000418,mittetulundusühing,ritsu külaselts,80200121,58.031254,25.850283,valgamaa,81,tõrva,linna küla,4390,0,1133,staadion ,rahuldav,"kergejõustik, jalgpall",2022.0,1990.0,5.0
64,rocca al mare kooli staadion,rocca al mare kool,"staadion, tenniseplats",hoonestusõigus,aktsiaselts,rocca al mare kooli aktsiaselts,10651000,aktsiaselts,rocca al mare kooli aktsiaselts,10651000,59.431369,24.648482,harjumaa,37,tallinn,haabersti linnaosa,176,120,44,staadion,hea,"kergejõustik, jalgpall",0.0,2000.0,0.0
1265,roela staadion,roela kool,staadion,kinnisasi,kohaliku omavalitsuse üksus,vinni vallavalitsus,75008746,kohaliku omavalitsuse üksus,roela kool,75008769,59.165798,26.588645,lääne-virumaa,60,vinni,roela alevik,7028,0,5276,roela staadion,mitterahuldav,"kergejõustik, jalgpall",0.0,1960.0,10.0
4210,rõngu keskkooli multifunktsionaalne palliväljak,rõngu keskkool,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,elva vallavalitsus,77000170,kohaliku omavalitsuse üksus,rõngu keskkool,75007675,58.148052,26.248128,tartumaa,79,elva,rõngu alevik,7167,60,8992,multifunktsionaalne palliväljak,väga hea,"korvpall, jalgpall, võrkpall, tennis",0.0,2018.0,30.0
2833,rõngu keskkooli staadion ja rannavõrkpalliväljak,rõngu keskkool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,elva vallavalitsus,77000170,kohaliku omavalitsuse üksus,rõngu keskkool,75007675,58.148178,26.246917,tartumaa,79,elva,rõngu alevik,7167,68,5778,staadion,rahuldav,"jalgpall, kergejõustik",0.0,1968.0,30.0
760,roosna-alliku mini-spordiväljak,roosna-alliku põhikool,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,paide linnavalitsus,77000246,mittetulundusühing,mittetulundusühing roosna-alliku mõis,80215789,59.02876,25.705921,järvamaa,52,paide,roosna-alliku alevik,7083,0,3214,mini-spordiväljak,väga hea,"jalgpall, korvpall",0.0,2009.0,30.0
759,roosna-alliku põhikooli staadion,roosna-alliku põhikool,staadion,kinnisasi,kohaliku omavalitsuse üksus,paide linnavalitsus,77000246,kohaliku omavalitsuse üksus,paide linnavalitsus,77000246,59.030741,25.706211,järvamaa,52,paide,roosna-alliku alevik,7083,30,3217,staadion ,rahuldav,"jalgpall, kergejõustik",1988.0,1948.0,20.0
3080,ropka tenniseklubi spordiväljakud,0,"muu spordiplats, välispalliväljak",hoonestusõigus,osaühing,alfapartner oü,11747618,mittetulundusühing,ropka tenniseklubi,80276064,58.12334057,27.14159918,põlvamaa,64,põlva,adiste küla,1081,0,12333,multifunktsionaalne palliväljak,väga hea,"tennis, jalgpall",0.0,2012.0,5.0
3350,rosma küla multifunktsionaalne mänguväljak,0,välispalliväljak,kinnisasi,mittetulundusühing,rosma haridusselts,80046217,mittetulundusühing,rosma haridusselts,80046217,58.042477,27.073735,põlvamaa,64,põlva,rosma küla,7098,0,7235,rosma palliväljak,hea,"korvpall, võrkpall, jalgpall",2023.0,2012.0,0.0
707,rõuge põhikooli spordihoone,rõuge põhikool,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,rõuge vallavalitsus,77000217,kohaliku omavalitsuse üksus,rõuge põhikool,75001968,57.7309564,26.92961328,võrumaa,87,rõuge,rõuge alevik,7181,48,890,võimla,väga hea,"võrkpall, korvpall, tennis, saalijalgpall",0.0,2003.0,30.0
5759,rõuge staadion,rõuge põhikool,staadion,kinnisasi,kohaliku omavalitsuse üksus,rõuge vallavalitsus,77000217,kohaliku omavalitsuse üksus,rõuge vallavalitsus,77000217,57.72954505,26.93139403,võrumaa,87,rõuge,rõuge alevik,7181,0,11767,rõuge staadion,rahuldav,"jalgpall, kergejõustik",0.0,2022.0,0.0
5437,ruhnu multifunktsionaalne palliväljak,ruhnu põhikool,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,ruhnu vallavalitsus,75023177,kohaliku omavalitsuse üksus,ruhnu vallavalitsus,75023177,57.8003182,23.2426782,saaremaa,74,ruhnu,ruhnu küla,7105,0,11206,ruhnu multifunktsionaalne palliväljak,väga hea,"jalgpall, korvpall, võrkpall, tennis",0.0,2022.0,0.0
3614,ruhnu põhikooli jalgpalliväljak,ruhnu põhikool,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,ruhnu vallavalitsus,75023177,kohaliku omavalitsuse üksus,ruhnu põhikool,75023199,57.80002743,23.24389269,saaremaa,74,ruhnu,ruhnu küla,7105,0,7955,jalgpalliväljak,mitterahuldav,jalgpall,0.0,1990.0,0.0
5057,rummu multifunktsionaalne palliväljak,rummu spordikeskus,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,lääne-harju vallavalitsus,77000200,kohaliku omavalitsuse üksus,lääne-harju spordikeskus,75037765,59.23311933,24.19951672,harjumaa,37,lääne-harju,rummu alevik,7121,0,10549,rummu multifunktsionaalne palliväljak,väga hea,"tennis, jalgpall, korvpall, võrkpall, käsipall",0.0,2021.0,5.0
148,rummu spordihoone,rummu spordikeskus,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,lääne-harju vallavalitsus,77000200,kohaliku omavalitsuse üksus,lääne-harju vallavalitsus,77000200,59.233188,24.201272,harjumaa,37,lääne-harju,rummu alevik,7121,25,4030,võimla,hea,"võrkpall, korvpall, tennis, saalijalgpall",2006.0,1992.0,10.0
826,ruusa põhikooli jalgpalliväljak,ruusa põhikool,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,räpina vallavalitsus,75025503,kohaliku omavalitsuse üksus,ruusa põhikool,75026253,58.046341,27.294216,põlvamaa,64,räpina,ruusa küla,7151,0,1914,jalgpalliväljak,hea,jalgpall,0.0,2009.0,0.0
825,ruusa põhikooli võimla,ruusa põhikool,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,räpina vallavalitsus,75025503,kohaliku omavalitsuse üksus,ruusa põhikool,75026253,58.04659901,27.29385422,põlvamaa,64,räpina,ruusa küla,7151,40,1920,võimla,rahuldav,"korvpall, sulgpall, saalijalgpall, kergejõustik, karate, harrastusvõimlemine, indiaca, võrkpall, aeroobika",2004.0,1988.0,20.0
5824,saaremaa gümnaasiumi staadion ja korvpalliplats,saaremaa gümnaasium,"staadion, välispalliväljak",kinnisasi,-,haridus- ja teadusministeerium,70000740,-,saaremaa gümnaasium,77001263,58.25692557,22.49018179,saaremaa,74,saaremaa,kuressaare linn,3655,54,11920,staadion,väga hea,"jalgpall, kergejõustik",0.0,2021.0,38.0
1771,saaremaa toetava hariduse keskuse staadion,saaremaa toetava hariduse keskus,staadion,kinnisasi,kohaliku omavalitsuse üksus,saaremaa vallavalitsus,77000306,kohaliku omavalitsuse üksus,saaremaa toetava hariduse keskus,70002058,58.367998,22.881614,saaremaa,74,saaremaa,kallemäe küla,2603,60,1693,staadion ,väga hea,"kergejõustik, jalgpall",0.0,2011.0,50.0
4591,saku jalgpalli- ja rannajalgpalliväljakud,saku staadion,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,saku vallavalitsus,75019738,kohaliku omavalitsuse üksus,saku valla spordikeskus,75028826,59.29669,24.668597,harjumaa,37,saku,saku alevik,7362,0,9739,saku jalgpalliväljak,väga hea,jalgpall,2017.0,1950.0,10.0
234,saku koolistaadion ja korvpalliplatsid,saku valla spordikeskus,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,saku vallavalitsus,75019738,kohaliku omavalitsuse üksus,saku valla spordikeskus,75028826,59.303984,24.673212,harjumaa,37,saku,saku alevik,7362,0,1240,saku koolistaadion,väga hea,"jalgpall, kergejõustik, pesapall, softpall",2018.0,2008.0,0.0
5522,saku koolistaadioni harjutusväljak,saku valla spordikeskus,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,saku vallavalitsus,75019738,kohaliku omavalitsuse üksus,saku valla spordikeskus,75028826,59.30495905,24.67402099,harjumaa,37,saku,saku alevik,7362,0,11358,saku koolistaadioni harjutusväljak,väga hea,"jalgpall, kergejõustik",0.0,2021.0,0.0
815,salme jalgpalliväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,saaremaa vallavalitsus,77000306,kohaliku omavalitsuse üksus,saaremaa vallavalitsus,77000306,58.15772339,22.24061212,saaremaa,74,saaremaa,salme alevik,7387,0,411,salme jalgpalliväljak,hea,jalgpall,0.0,2002.0,12.0
1664,salme põhikooli mini-areena,salme põhikool,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,saaremaa vallavalitsus,77000306,kohaliku omavalitsuse üksus,salme põhikool,75021592,58.167407,22.250994,saaremaa,74,saaremaa,salme alevik,7387,0,996,mini-areena,hea,"jalgpall, korvpall",0.0,2008.0,0.0
2447,sandla jalgpalliplats,sandla külade selts,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,saaremaa vallavalitsus,77000306,mittetulundusühing,sandla külade selts,80331840,58.30613621,22.81929784,saaremaa,74,saaremaa,sandla küla,7414,10,4358,sandla jalgpalliväljak,hea,jalgpall,2022.0,1997.0,30.0
1361,saue kooli staadion,saue kool ja spordihoone,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,saue vallavalitsus,77000430,kohaliku omavalitsuse üksus,saue vallavalitsus,77000430,59.32006,24.561878,harjumaa,37,saue,saue linn,7453,0,1379,staadion ,hea,"jalgpall, kergejõustik",2019.0,2005.0,5.0
1360,saue kooli võimla,saue kool ja spordihoone,"muu hoones asuv spordiobjekt, võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,saue vallavalitsus,77000430,kohaliku omavalitsuse üksus,saue vallavalitsus,77000430,59.320246,24.560344,harjumaa,37,saue,saue linn,7453,104,1384,võimla,hea,"saalihoki, harrastusvõimlemine, korvpall, saalijalgpall, võrkpall, tennis",2019.0,2001.0,72.0
